DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1418959-DCA,Business,2014-11-30,Inactive,2013-01-25,Debt Collection Agency,"TROJAN PROFESSIONAL SERVICES, INC.",,4410,CERRITOS AVE,,LOS ALAMITOS,CA,90720,8004519723,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2032270-DCA,Business,2017-12-31,Inactive,2016-01-07,Laundry Jobber,JEREZ FAMILY BUSINESS INC.,,402,CORTELYOU RD,,BROOKLYN,NY,11218,718-633-2328,Brooklyn,3.0,312.0,39.0,3126731,3053880001,BK41,490.0,,-73.97533306636043,40.63827741539031,"(40.63827741539031, -73.97533306636043)"
1469996-DCA,Business,2020-04-30,Active,2013-07-25,Pawnbroker,FORDHAM JEWELRY INC.,,127,E FORDHAM RD,,BRONX,NY,10468,7187331400,Bronx,2.0,207.0,14.0,2013927,2031740034,BX05,401.0,,-73.89863917452695,40.86226443746956,"(40.862264437469555, -73.89863917452696)"
2020714-DCA,Business,2017-02-14,Inactive,2015-04-08,Employment Agency,GENERATION MODEL MANAGEMENT INC,,20,W 20TH ST,,NEW YORK,NY,10011,2127277219,Manhattan,1.0,105.0,3.0,1015480,1008210055,MN13,54.0,,-73.99185534525449,40.74004760057826,"(40.74004760057826, -73.99185534525449)"
2039477-DCA,Business,2017-12-31,Inactive,2016-06-24,Laundry Jobber,NEXT@EAST12 LLC.,NEXT CLEANERS,1634,1ST AVE,,NEW YORK,NY,10028,,Manhattan,1.0,108.0,5.0,1050520,1015640047,MN32,14401.0,,-73.94996832017239,40.77604807395331,"(40.77604807395331, -73.94996832017239)"
2017826-DCA,Business,2015-04-03,Inactive,2015-01-30,Special Sale,DAC JEWELRY CORP.,,261,W 34TH ST,,NEW YORK,NY,10001,7189479525,Manhattan,1.0,105.0,3.0,1014392,1007840008,MN17,109.0,,-73.99261906608068,40.75184183969081,"(40.75184183969081, -73.99261906608068)"
1384951-DCA,Business,2011-12-31,Inactive,2011-03-15,Laundry Jobber,SHAUDEN'S DRY CLEANER INC.,SHENG'S CLEANER,26,AVENUE C,,NEW YORK,NY,10009,2124605263,Manhattan,1.0,103.0,2.0,1079676,1003720008,MN28,2202.0,,-73.98078947368656,40.72140939876709,"(40.721409398767086, -73.98078947368657)"
2081163-DCA,Business,2019-03-08,Inactive,2019-01-07,Special Sale,256 EAST FORDHAM ROAD REALTY LLC,,376,FULTON ST,,BROOKLYN,NY,11201,646 436-2766,Brooklyn,3.0,302.0,33.0,3000427,3001540018,BK38,37.0,,-73.98762422321258,40.691561027541326,"(40.691561027541326, -73.98762422321258)"
2038511-DCA,Business,2020-05-01,Active,2016-06-01,Employment Agency,KITH AND KIN NYC LLC,KITH AND KIN HOUSEHOLD STAFFING AGENCY,195,MONTAGUE ST,,BROOKLYN,NY,11201,2542144217,Brooklyn,3.0,302.0,33.0,3002008,3002447501,BK09,9.0,,-73.99147150658695,40.69401520032273,"(40.69401520032273, -73.99147150658695)"
2048582-DCA,Business,2017-04-16,Inactive,2017-02-21,Amusement Device Temporary,ACE TENTS AMUSEMENTS CORP.,,137,TAYLOR ST,,BROOKLYN,NY,11211,9144905573,Brooklyn,3.0,301.0,33.0,,,BK72,535.0,"Device Name(s):  SLIDE, ROUND-UP, CHOO CHOO, BABY SWING, KIDSTOWN, FERRIS WHEEL, ELEPHANT TOWER, SUPER TRUCK, SWING, DRAGON WAGON, BERRY GO ROUND, HURRICANE, BOAT",-73.96274913559469,40.70613312155359,"(40.70613312155359, -73.96274913559468)"
1422315-DCA,Business,2015-01-31,Inactive,2012-03-19,Debt Collection Agency,"DIGNIFIED TRANSITION SOLUTIONS, LLC",,1,BAXTER WAY,,WESTLAKE VILLAGE,CA,91362,8555946170,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1450026-DCA,Business,2017-03-15,Inactive,2012-11-14,Dealer In Products,WARTON SUPPLY INC.,,319,NEPTUNE AVE,,BROOKLYN,NY,11235,646-573-6240,Brooklyn,3.0,313.0,48.0,3196369,3072610095,BK19,366.0,,-73.96486738516663,40.58092220541712,"(40.580922205417124, -73.96486738516663)"
2085849-DCA,Business,2021-03-15,Active,2019-05-13,Dealer In Products,"Downstate Surgical & Medical Supply, Inc.",,774,ROCKAWAY AVE,,BROOKLYN,NY,11212,3473183372,Brooklyn,3.0,316.0,42.0,3393959,3036027501,BK81,916.0,,-73.9084572653022,40.66070968424329,"(40.66070968424328, -73.9084572653022)"
1380798-DCA,Business,2013-04-30,Inactive,2011-01-14,Pawnbroker,PAWN SHOP OF SUNNYSIDE LTD.,PAWN SHOP OF RIDGEWOOD,5803,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,7183663090,Queens,4.0,405.0,30.0,4059466,4026460004,QN20,595.0,,-73.90596878519979,40.71290775821221,"(40.712907758212204, -73.90596878519978)"
1468850-DCA,Business,2017-03-15,Inactive,2013-07-08,Dealer In Products,"BROADWAY DOWNTOWN PHARMACY, INC.",,373,BROADWAY,,NEW YORK,NY,10013,2129254888,Manhattan,1.0,101.0,1.0,1001936,1001750029,MN24,33.0,,-74.00327192416269,40.717771404146816,"(40.717771404146816, -74.00327192416269)"
1408808-DCA,Business,2012-05-01,Inactive,2011-09-22,Employment Agency,"MANHATTAN EMPLOYMENT SERVICES, INC.",,71,W 23RD ST,,NEW YORK,NY,10010,2122069926,Manhattan,1.0,105.0,3.0,1015575,1008250001,MN13,58.0,,-73.99166739770091,40.74244101009954,"(40.74244101009954, -73.99166739770091)"
2010798-DCA,Business,2021-03-15,Active,2014-07-17,Dealer In Products,NY81 LLC,HORIZON PHARMACY III,8114,BROADWAY,,ELMHURST,NY,11373,,Queens,4.0,404.0,25.0,4038193,4015277501,QN29,481.0,,-73.88361997059795,40.74326357643851,"(40.74326357643851, -73.88361997059796)"
1475115-DCA,Business,2015-04-30,Inactive,2013-10-10,Pawnbroker,EA GOLD LTD,,3920,BROADWAY,,NEW YORK,NY,10032,7184908709,Manhattan,1.0,112.0,7.0,1062926,1021220069,MN36,245.0,,-73.94159475699887,40.838536015095094,"(40.838536015095094, -73.94159475699887)"
2021747-DCA,Business,2021-03-31,Active,2015-04-28,Garage,SP PLUS CORPORATION,,301,E 66TH ST,,NEW YORK,NY,10065,2125025490,Manhattan,1.0,108.0,5.0,1044738,1014417501,MN31,118.0,"Vehicle Spaces: 70, Bicycle Spaces: 7",-73.96078857711855,40.7648454916919,"(40.76484549169191, -73.96078857711855)"
2087956-DCA,Business,2021-03-31,Active,2019-07-05,Garage,FLUSHING EZ PARKING INC.,,13203,SANFORD AVE,,FLUSHING,NY,11355,9178152555,Queens,4.0,407.0,20.0,4114205,4050407501,QN22,849.0,"Vehicle Spaces: 105, Bicycle Spaces: 11",-73.83282244156646,40.75480037053481,"(40.754800370534824, -73.83282244156646)"
1414746-DCA,Business,2013-01-31,Inactive,2011-11-30,Debt Collection Agency,"CHANG, JASON",,185,MONTAGUE ST,,BROOKLYN,NY,11201,7188340200,Brooklyn,3.0,302.0,33.0,3002009,3002440013,BK09,9.0,,-73.99183210663666,40.694119527679746,"(40.694119527679746, -73.99183210663666)"
1472661-DCA,Business,2014-03-31,Inactive,2013-08-29,Sightseeing Bus,"STALLWORTH, FELICIA",WOODS GLOBAL TRANSPORTATION SERVICES LTD.,464,W 141ST ST,,NEW YORK,NY,10031,8003471604,Manhattan,1.0,109.0,7.0,1061209,1020570051,MN04,227.0,,-73.94857863472906,40.822307102882,"(40.822307102882, -73.94857863472907)"
2087624-DCA,Business,2019-07-28,Inactive,2019-06-26,Amusement Device Temporary,WONDERLAND MIDWAY CORP.,,,E 69TH ST,BET: AVE T & U/ VETERANS AVE & E 71ST ST,BROOKLYN,NY,11234,7189289920,Brooklyn,3.0,318.0,46.0,3326838,3085090047,,,"Device Name(s):  SLIME BUCKET, LOOP-O-PLANE, ALI BABBA, ROUND UP, ROCK OUT, TAXI JET, GRANNY BUG, FAMILY TRAIN, HAPPY SWING, BERRY GO ROUND, FUN HOUSE, EXPO WHEEL",-73.92720402829363,40.61387778507422,"(40.613877785074216, -73.92720402829363)"
1447309-DCA,Business,2013-01-20,Inactive,2012-12-22,Special Sale,STUDIO 57 FINE ARTS INC.,,211,W 57TH ST,,NEW YORK,NY,10019,2129569395,Manhattan,1.0,105.0,4.0,1080846,1010290023,MN17,137.0,,-73.9806755891839,40.765800224363716,"(40.765800224363716, -73.9806755891839)"
1417978-DCA,Business,2015-03-31,Inactive,2012-01-23,Garage,STANDARD PARKING CORPORATION,,8020,COOPER AVE,,GLENDALE,NY,11385,7188943580,Queens,4.0,405.0,30.0,4530757,4038100350,QN19,637.0,"Vehicle Spaces: 660, Bicycle Spaces: 24",-73.86960474084606,40.709389204969675,"(40.709389204969675, -73.86960474084606)"
2055941-DCA,Business,2021-07-31,Active,2017-07-19,Secondhand Dealer - Auto,RITE AUTO SALES CORP,,778,SOUTHERN BLVD,,BRONX,NY,10455,7188936666,Bronx,2.0,202.0,8.0,2005825,2027290058,BX33,85.0,,-73.89689659434106,40.81564397421358,"(40.81564397421358, -73.89689659434107)"
1386277-DCA,Business,2020-03-15,Active,2013-02-08,Amusement Device Portable,SEND IN THE CLOWNS ENTERTAINMENT CORP.,DIXIE TWISTER RIDE,50,NASSAU TERMINAL RD,,NEW HYDE PARK,NY,11040,5163541515,Outside NYC,,,,,,,,Device Name: DIXIE TWISTER RIDE,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2039993-DCA,Business,2018-03-15,Inactive,2016-07-08,Amusement Device Portable,JUMPTIME USA ENTERTAINMENT CORP.,,72,EBONY CT,,BROOKLYN,NY,11229,7189541311,Brooklyn,3.0,315.0,46.0,3255149,3089390052,BK17,628.0,Device Name: ALICES OBSTACLE COURSE,-73.92936849630735,40.59365546941636,"(40.59365546941636, -73.92936849630735)"
2056084-DCA,Business,2017-08-24,Inactive,2017-07-21,Special Sale,Fresh Fanatic Inc.,Fresh Fanatic Inc.,88,WASHINGTON AVENUE,,BROOKLYN,NY,11205,5166625612,Brooklyn,3.0,302.0,35.0,3054140,3018740001,BK99,543.0,,-73.96747162880499,40.696256139789135,"(40.696256139789135, -73.96747162880499)"
2004374-DCA,Business,2017-12-31,Inactive,2014-03-06,Laundry Jobber,G & Y DRY CLEANERS INC,,2022,CROPSEY AVE,,BROOKLYN,NY,11214,7188032689,Brooklyn,3.0,311.0,43.0,3169978,3064670001,BK27,286.0,,-74.00232627372523,40.59985843847236,"(40.59985843847236, -74.00232627372523)"
1404636-DCA,Business,2021-03-15,Active,2011-08-17,Dealer In Products,KINGS PARK SLOPE INC.,,357,FLATBUSH AVE,,BROOKLYN,NY,11238,718-230-3535,Brooklyn,3.0,308.0,35.0,3029031,3011640006,BK64,163.0,,-73.97221471795137,40.676860085160314,"(40.67686008516031, -73.97221471795137)"
1418775-DCA,Business,2021-03-31,Active,2012-02-06,Garage,EAST 54TH OPERATING LLC,,245,E 54TH ST,,NEW YORK,NY,10022,6469644323,Manhattan,1.0,106.0,5.0,1038575,1013280021,MN19,108.0,"Vehicle Spaces: 178, Bicycle Spaces: 12",-73.96789272608909,40.757895255677305,"(40.757895255677305, -73.9678927260891)"
2064222-DCA,Business,2021-07-31,Active,2018-01-02,Secondhand Dealer - Auto,QUEENS MOTOR CARS LLC,NORTHSTAR KIA,4815,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,7183616299,Queens,4.0,401.0,26.0,4596002,4007340065,QN70,161.0,,-73.91423086760331,40.75363265678401,"(40.753632656784006, -73.91423086760332)"
2026453-DCA,Business,2018-03-15,Inactive,2015-07-31,Amusement Device Portable,FUNTIME PARTY EXPRESS RENTALS LLC,,421,ASTORIA BLVD,,ASTORIA,NY,11102,3476508230,Queens,4.0,401.0,22.0,4430788,4004900101,QN71,87.0,Device Name: COMBO BOUNCE,-73.93333756388799,40.772905161449906,"(40.77290516144991, -73.93333756388799)"
1389587-DCA,Business,2019-03-31,Inactive,2011-04-29,Garage,GM&M PARK INC.,,110,BROADWAY,,BROOKLYN,NY,11211,6466100315,Brooklyn,3.0,301.0,34.0,3397723,3021310008,BK73,549.0,"Vehicle Spaces: 32, Bicycle Spaces:",-73.9647594702774,40.71039088293883,"(40.710390882938825, -73.96475947027741)"
1381575-DCA,Business,2015-12-31,Inactive,2011-01-31,Laundry Jobber,SUNNY BRIGHT CLEANERS 2 INC.,WONDER CLEANERS,14707,UNION TPKE,,FLUSHING,NY,11367,7184604479,Queens,4.0,408.0,24.0,4144774,4066910041,QN37,77904.0,,-73.81493448900079,40.7182924294095,"(40.7182924294095, -73.8149344890008)"
2088364-DCA,Business,2021-03-31,Active,2019-07-17,Garage,MP EAST 26 LLC,,444,2ND AVE,,NEW YORK,NY,10010,2124903460,Manhattan,1.0,106.0,2.0,1078833,1009310001,MN20,66.0,"Vehicle Spaces: 98, Bicycle Spaces: 10",-73.97984969015599,40.739310532291405,"(40.73931053229141, -73.97984969015599)"
1025107-DCA,Business,2013-12-31,Inactive,2012-04-11,Bingo Game Operator,SAINT ANGELA'S SACRED HEART SOCIETY,WASHINGTON HEIGHTS HALL,40,W BURNSIDE AVE,,BRONX,NY,10453,7182930984,Bronx,2.0,205.0,14.0,2008631,2028700026,BX36,243.0,,-73.90907708535704,40.85383866650742,"(40.85383866650742, -73.90907708535704)"
1393005-DCA,Business,2013-07-31,Inactive,2011-05-20,Secondhand Dealer - Auto,"TOP DOG RECYCLING, LLC",,515,GARDNER AVE,,BROOKLYN,NY,11222,6467136865,Brooklyn,3.0,301.0,34.0,3069703,3028140018,BK90,449.0,,-73.93127841462022,40.72510689550615,"(40.725106895506144, -73.93127841462022)"
1437658-DCA,Business,2017-12-31,Inactive,2012-07-17,Laundry Jobber,MANHATTAN CLEANERS AND TAILORS INC,,185,E 80TH ST,,NEW YORK,NY,10075,2127449540,Manhattan,1.0,108.0,5.0,1047547,1015090133,MN40,140.0,,-73.95731276891053,40.775194670636594,"(40.775194670636594, -73.95731276891053)"
2047157-DCA,Business,2021-03-31,Active,2017-01-06,Garage,301 EAST 79 PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,2128887400,Manhattan,1.0,108.0,5.0,1049261,1015427501,MN32,138.0,"Vehicle Spaces: 225, Bicycle Spaces: 20",-73.95469288994451,40.7731927560976,"(40.7731927560976, -73.95469288994452)"
1470109-DCA,Business,2015-04-30,Inactive,2013-07-25,Pawnbroker,LUCKY CREATIONS INC.,,13,W FORDHAM RD,,BRONX,NY,10468,7187332985,Bronx,2.0,207.0,14.0,2014355,2032000001,BX30,265.0,,-73.90168605452804,40.86279131155207,"(40.862791311552066, -73.90168605452804)"
1412311-DCA,Business,2016-01-16,Inactive,2011-10-28,Gaming Cafe,NEW OHIYO GROUP CORP.,,6,BAY 25TH ST,,BROOKLYN,NY,11214,7189462905,Brooklyn,3.0,311.0,47.0,3166902,3063750038,BK28,288.0,,-73.99784644752276,40.603852121293386,"(40.60385212129338, -73.99784644752276)"
2038850-DCA,Business,2019-03-15,Inactive,2016-06-09,Dealer In Products,"ENTERPRISE HEALTH PRODUCTS, INC",,2217,VOORHIES AVE,,BROOKLYN,NY,11235,7182071613,Brooklyn,3.0,315.0,48.0,3205131,3074670130,BK17,600.0,,-73.94635154711357,40.58655287503119,"(40.58655287503119, -73.94635154711357)"
1338459-DCA,Business,2012-11-01,Inactive,2011-10-31,Pedicab Business,LAUREL HOLLOWAY,,141,W 43RD ST,,NEW YORK,NY,10036,9179120552,Manhattan,1.0,105.0,3.0,1022612,1009960012,MN17,119.0,,-73.98469940268718,40.75597739244893,"(40.75597739244894, -73.98469940268718)"
1125673-DCA,Business,2020-04-30,Active,2012-03-19,Tow Truck Company,"RODRIGUEZ, FELIPE",KANTOZ TOWING,209,N 10TH ST,,BROOKLYN,NY,11211,9175678170,Brooklyn,3.0,301.0,33.0,3000000,3022990021,BK73,519.0,Active Plate Numbers:  6891,-73.95399429252359,40.718291997331626,"(40.718291997331626, -73.9539942925236)"
0885875-DCA,Business,2020-04-30,Active,2012-04-26,Tow Truck Company,"PINILLA, GEORGE",G P TOWING,15016,LIBERTY AVE,,JAMAICA,NY,11433,9172704497,Queens,4.0,412.0,28.0,4215659,4101100012,QN61,204.0,Active Plate Numbers:  6403,-73.80216316583639,40.69795165612207,"(40.69795165612207, -73.80216316583639)"
1419869-DCA,Business,2013-07-31,Inactive,2012-02-22,Secondhand Dealer - Auto,"RIVERA AUTO SALVAGE, INC.",,1313,VIELE AVE,,BRONX,NY,10474,9173126058,Bronx,2.0,202.0,17.0,2101551,2027750030,BX27,93.0,,-73.88391323002834,40.80692536740434,"(40.80692536740434, -73.88391323002834)"
2016221-DCA,Business,2020-05-01,Active,2014-12-05,Employment Agency,SMARTSITTING LLC,,41,UNION SQ W,,NEW YORK,NY,10003,6463960230,Manhattan,1.0,105.0,2.0,1016089,1008440026,MN13,52.0,,-73.99045203232816,40.7369761151131,"(40.7369761151131, -73.99045203232816)"
2003108-DCA,Business,2021-03-31,Active,2014-01-31,Garage,BEAVER STREET PARKING LLC,,15,WILLIAM ST,,NEW YORK,NY,10004,212-785-9733,Manhattan,1.0,101.0,1.0,1000844,1000290046,,,"Vehicle Spaces: 166, Bicycle Spaces: 17",-74.01062533579265,40.704568653388534,"(40.70456865338853, -74.01062533579265)"
2015441-DCA,Business,2017-12-31,Inactive,2014-11-12,Laundry Jobber,HUDSON II CLEANERS INC.,,230,4TH AVE,,BROOKLYN,NY,11215,718-246-7252,Brooklyn,3.0,306.0,39.0,3007372,3004417501,BK37,119.0,,-73.98322131808956,40.67716963141821,"(40.67716963141821, -73.98322131808956)"
2038645-DCA,Business,2017-03-15,Inactive,2016-06-03,Amusement Device Portable,ITS MY PARTY NY LLC,,3706,AVENUE L,,BROOKLYN,NY,11210,7183443421,Brooklyn,3.0,318.0,45.0,3209964,3076550042,BK58,738.0,Device Name: BOUNCER BLUE,-73.93915393026725,40.62273668909343,"(40.62273668909343, -73.93915393026725)"
2036578-DCA,Business,2018-03-15,Inactive,2016-04-25,Amusement Device Portable,"GONZALEZ, MIGUEL C",,1035,WOODYCREST AVE,,BRONX,NY,10452,3478534562,Bronx,2.0,204.0,8.0,2003232,2025120069,BX26,189.0,Device Name: SLIDE,-73.9274770714963,40.833324028823,"(40.833324028823, -73.9274770714963)"
2018259-DCA,Business,2021-03-15,Active,2015-02-12,Dealer In Products,GAGA PHARMACY INC.,,9005,CORONA AVE,,ELMHURST,NY,11373,,Queens,4.0,404.0,25.0,4596218,4015860050,QN29,471.0,,-73.87477055401408,40.741687040066864,"(40.741687040066864, -73.87477055401408)"
1383664-DCA,Business,2019-03-31,Inactive,2011-03-01,Parking Lot,QUIK PARK ROCKEFELLER PARKING LLC,,338,E 59TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1.0,,,,,MN19,108.0,"Vehicle Spaces: 288, Bicycle Spaces: 20",-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2076210-DCA,Business,2019-03-15,Inactive,2018-07-26,Amusement Device Portable,BLUE BALLOON INC,BLUE BALLOON PARTIES,2255,31ST ST,,ASTORIA,NY,11105,7187668058,Queens,4.0,401.0,22.0,4017050,4008330013,QN72,115.0,Device Name: CARNIVAL CASTLE LARGE BOUNCER,-73.91207676927651,40.774987880555095,"(40.77498788055509, -73.91207676927651)"
0904921-DCA,Business,2020-04-30,Active,2012-04-27,Tow Truck Company,"TAVERAS, JOSE F",J F TOWING,414,E 176TH ST,,BRONX,NY,10457,9176769528,Bronx,2.0,206.0,15.0,2009445,2029000020,BX41,231.0,Active Plate Numbers:  5780,-73.90092190254782,40.84669571600524,"(40.846695716005236, -73.90092190254781)"
1394303-DCA,Business,2011-06-27,Inactive,2011-06-01,Special Sale,EXIT9 INC.,EXIT9 GIFT EMPORIUM,64,AVENUE A,,NEW YORK,NY,10009,2122280145,Manhattan,1.0,103.0,2.0,1005010,1004000001,MN22,32.0,,-73.98463085918074,40.724530765546696,"(40.724530765546696, -73.98463085918073)"
1429880-DCA,Business,2016-04-30,Inactive,2012-05-16,Tow Truck Company,"SAN. MIQUEL TOWING, INC.",,1508,INWOOD AVE,,BRONX,NY,10452,7182990200,Bronx,2.0,204.0,16.0,2008323,2028590010,BX63,209.0,,-73.91712626915103,40.84300862978787,"(40.843008629787874, -73.91712626915101)"
2076375-DCA,Business,2019-03-15,Inactive,2018-07-30,Amusement Device Portable,BLUE BALLOON INC,BLUE BALLOON PARTIES,2255,31ST ST,,ASTORIA,NY,11105,7187668058,Queens,4.0,401.0,22.0,4017050,4008330013,QN72,115.0,Device Name: TIDAL WAVE,-73.91207676927651,40.774987880555095,"(40.77498788055509, -73.91207676927651)"
1399824-DCA,Business,2013-07-31,Inactive,2011-07-13,Secondhand Dealer - Auto,NADJA GROUP AUTO SALES INC.,,1350,RALPH AVE,,BROOKLYN,NY,11236,9174821370,Brooklyn,3.0,317.0,45.0,3255584,3079320084,BK96,946.0,,-73.91994201649933,40.64456245678493,"(40.64456245678493, -73.91994201649933)"
2064029-DCA,Business,2021-03-31,Active,2017-12-27,Parking Lot,HEIGHTS PARKING CORP.,,3835,10TH AVE,,NEW YORK,NY,10034,3477598194,Manhattan,1.0,112.0,10.0,1076765,1022020001,MN01,299.0,"Vehicle Spaces: 30, Bicycle Spaces: 0",-73.91982340725288,40.86321978993001,"(40.86321978993001, -73.91982340725288)"
2013216-DCA,Business,2017-12-31,Inactive,2014-09-10,Laundry Jobber,"KIM, HYUN M",,16309,29TH AVE,,FLUSHING,NY,11358,7183537608,Queens,4.0,407.0,19.0,4110984,4049040001,QN51,1141.0,,-73.80138259590345,40.77112013820835,"(40.77112013820835, -73.80138259590345)"
1406726-DCA,Business,2020-06-30,Active,2011-09-06,Scrap Metal Processor,PREVETE BROS. INC.,,9730,ATLANTIC AVE,,OZONE PARK,NY,11416,7183227900,Queens,4.0,409.0,32.0,4187797,4090420120,QN53,32.0,,-73.84483201259269,40.6892859687024,"(40.6892859687024, -73.84483201259268)"
1464420-DCA,Business,2019-01-31,Inactive,2013-08-27,Debt Collection Agency,"CONVERGING CAPITAL, LLC",,701,W 7TH ST,STE 200,LITTLE ROCK,AR,72201,5013200229,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1458578-DCA,Business,2013-05-28,Inactive,2013-04-29,Special Sale,J & R FURNITURE INC,,12803,MERRICK BLVD,,JAMAICA,NY,11434,7189785555,Queens,4.0,412.0,27.0,4269986,4124890007,QN08,366.0,,-73.76469096878559,40.68120386174413,"(40.68120386174413, -73.76469096878559)"
1470773-DCA,Business,2019-07-31,Inactive,2013-08-06,Secondhand Dealer - Auto,DEWAN MOTORS LLC,,1543,BUSHWICK AVE,,BROOKLYN,NY,11207,718-484-4663,Brooklyn,3.0,304.0,37.0,3326481,3034690004,BK78,405.0,,-73.90527658633485,40.682184993981046,"(40.682184993981046, -73.90527658633484)"
2040319-DCA,Business,2018-09-30,Inactive,2016-07-14,Cabaret,MEM REST CORP.,,4029,E TREMONT AVE,,BRONX,NY,10465,718-829-4400,Bronx,2.0,210.0,13.0,2077267,2054450007,BX52,130.0,Capacity of each room:  200,-73.81754674644799,40.81959143770493,"(40.81959143770493, -73.81754674644799)"
2012568-DCA,Business,2014-10-02,Inactive,2014-08-27,Special Sale,"B. BOMAN & CO., INC",BOLTON'S,4,E 34TH ST,,NEW YORK,NY,10016,2013930600,Manhattan,1.0,105.0,4.0,1017095,1008630080,MN17,74.0,,-73.98426085911592,40.748303021096326,"(40.748303021096326, -73.98426085911592)"
2071388-DCA,Business,2021-03-15,Active,2018-05-17,Dealer In Products,EIS MED EXPRESS INC,,8030,164TH ST,,JAMAICA,NY,11432,9173409965,Queens,4.0,408.0,24.0,4148500,4068570069,QN38,1265.0,,-73.8044323082542,40.72105551657963,"(40.72105551657963, -73.8044323082542)"
2070456-DCA,Business,2019-03-15,Inactive,2018-05-03,Amusement Device Portable,ITS MY PARTY NY LLC,,3706,AVENUE L,,BROOKLYN,NY,11210,7183443421,Brooklyn,3.0,318.0,45.0,3209964,3076550042,BK58,738.0,Device Name: BOUNCER,-73.93915393026725,40.62273668909343,"(40.62273668909343, -73.93915393026725)"
2029155-DCA,Business,2017-04-30,Inactive,2015-10-02,Pawnbroker,SUPERIOR PAWNBROKERS INC,,137,E 110TH ST,,NEW YORK,NY,10029,7183090291,Manhattan,1.0,111.0,8.0,1052173,1016380015,MN33,172.0,,-73.9447425774623,40.79495415700225,"(40.794954157002245, -73.94474257746232)"
1415539-DCA,Business,2019-04-01,Inactive,2011-12-19,Storage Warehouse,RIO GRANDE VENTURES INC,VELOCITY MOVING AND STORAGE,2417,3RD AVE,,BRONX,NY,10451,2126663030,Bronx,2.0,201.0,8.0,2000784,2023190100,BX39,51.0,,-73.93066491950142,40.80849177643205,"(40.80849177643205, -73.93066491950142)"
1452658-DCA,Business,2020-04-30,Active,2012-12-21,Pawnbroker,"BLCE, LLC",NEW YORK LOAN COMPANY,50,W 47TH ST,,NEW YORK,NY,10036,310-275-2555,Manhattan,1.0,105.0,4.0,1034346,1012627502,MN17,96.0,,-73.98018714610471,40.757332608825706,"(40.757332608825706, -73.98018714610471)"
1269177-DCA,Business,2021-03-31,Active,2013-03-01,Garage,QUIK PARK BROADWAY GARAGE LLC,,225,W 56TH ST,,NEW YORK,NY,10019,2128322066,Manhattan,1.0,,,,,MN17,137.0,"Vehicle Spaces: 146, Bicycle Spaces: 14",-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2082529-DCA,Business,2021-03-15,Active,2019-02-26,Dealer In Products,SMS THERAPY SUPPLY INC,,9777,QUEENS BLVD,,REGO PARK,NY,11374,917-816-9964,Queens,4.0,406.0,29.0,4050482,4020920001,QN18,71701.0,,-73.85850114413773,40.728721181708615,"(40.72872118170862, -73.85850114413773)"
